feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
55.66,49.15,60.04,52.18,48.96,53.81,47.62,55.25,61.13,64.4,53.17,82.91,61.46,77.67,55.38,56.76,76.64,52.89,65.84,73.79,89.92,24.87,85.11,100.41,84.55
47.21,58.45,41.31,60.4,53.97,56.89,63.39,63.74,66.4,67.27,53.08,52.85,56.32,97.46,69.87,80.11,58.81,87.9,53.72,79.15,73.08,92.62,78.72,49.06,66.2
63.17,46.78,50.19,64.07,58.04,33.3,47.51,49.64,61.93,55.47,74.51,90.2,65.14,52.29,67.72,40.83,71.41,66.93,51.79,72.78,65.5,92.49,80.07,97.68,69.46
39.65,61.58,52.55,68.62,66.89,60.31,53.79,78.9,66.69,97.96,77.56,85.74,57.17,94.6,46.26,61.6,68.13,90.1,84.13,78.35,72.42,124.58,86.46,94.42,32.31
57.47,37.19,51.45,66.69,61.59,42.39,63.3,55.76,57.27,56.58,59.63,54.49,63.51,54.66,81.91,76.01,61.23,56.22,47.88,71.87,75.28,25.65,82.82,70.67,86.11
57.23,53.39,56.84,64.47,52.61,78.24,64.03,66.66,58.5,56.54,71.61,53.95,51.72,49.52,74.8,60.82,71.54,81.44,62.78,56.81,57.88,87.77,73.62,99.06,42.41
47.75,73.33,69.46,50.22,52.52,62.81,42.43,78.38,72.13,48.05,44.31,45.78,81.29,69.04,30.24,62.28,86.52,54.37,88.8,70.08,46.02,30.66,124.42,64.16,77.66
54.42,41.0,65.44,47.14,61.38,50.8,70.46,72.44,93.01,61.86,82.36,51.93,86.48,76.17,69.85,63.52,66.59,49.65,62.12,55.71,28.97,108.89,45.37,46.17,95.35
37.86,44.54,37.91,57.99,70.91,46.31,72.22,38.28,38.7,69.22,94.3,42.28,60.8,79.5,51.47,50.96,66.71,65.96,85.16,54.39,96.98,82.25,60.39,95.52,64.44
60.7,57.65,60.15,65.2,56.58,54.64,41.75,64.23,57.49,78.05,69.08,68.86,40.12,47.65,84.2,87.13,86.76,55.37,57.47,63.28,81.18,52.01,93.8,72.12,102.36
49.06,53.98,68.28,51.33,49.14,63.97,45.88,69.91,41.88,37.66,28.69,38.7,54.36,71.39,39.71,47.68,84.79,38.69,48.5,67.61,78.43,88.38,76.07,87.24,58.19
45.51,55.86,57.45,66.78,42.59,55.67,73.08,70.49,82.08,56.31,52.35,71.66,59.96,52.35,58.76,71.73,96.3,64.54,37.9,70.7,96.94,60.39,89.3,114.06,88.51
62.01,57.38,65.55,71.43,36.93,53.18,55.02,42.41,50.48,66.7,70.5,72.05,71.34,38.69,71.34,73.45,34.51,70.02,94.6,88.33,45.26,78.31,76.65,58.11,45.64
43.6,58.98,76.14,43.0,63.33,56.76,27.03,48.8,38.07,68.81,54.47,35.42,46.37,48.21,65.95,48.92,83.74,92.1,46.83,60.03,35.42,76.33,102.54,70.85,98.2
36.21,64.21,64.77,43.96,62.22,48.15,38.1,71.92,68.25,60.1,80.72,86.8,50.31,51.23,78.35,67.32,78.13,85.8,83.57,73.94,78.88,108.63,51.34,108.53,94.71
34.66,56.51,55.87,52.32,62.22,51.54,53.63,47.34,84.29,68.14,70.12,70.22,71.43,72.87,38.43,49.63,50.62,91.18,49.5,72.36,77.01,110.11,101.86,88.71,85.54
57.36,49.35,65.02,57.69,53.39,28.88,41.3,53.8,68.62,47.87,50.05,74.0,78.49,83.59,93.91,91.04,71.65,81.69,94.69,57.83,35.51,59.46,98.18,58.6,66.15
37.56,59.4,54.67,47.71,72.59,68.66,51.42,80.06,61.97,83.37,61.5,49.86,52.74,38.96,74.19,45.5,86.45,74.32,112.03,71.47,78.37,94.22,46.98,52.99,43.45
69.43,72.9,53.27,70.23,48.95,59.88,57.44,57.33,64.93,74.89,47.15,71.96,41.0,69.98,88.8,54.23,51.66,44.65,36.11,90.05,62.8,79.45,86.56,62.38,66.21
29.14,50.54,48.96,59.09,66.94,45.95,76.74,47.83,79.52,39.83,58.17,80.02,117.19,44.0,80.3,43.96,75.19,70.85,47.85,73.73,54.45,42.33,72.07,57.75,99.98
68.81,41.28,70.98,54.47,54.52,80.68,53.08,45.71,46.32,43.87,52.4,60.42,75.92,74.69,64.8,41.56,83.12,79.34,84.08,74.53,64.16,57.38,59.96,79.22,77.92
53.22,64.18,43.59,36.77,47.4,57.13,71.48,62.66,57.38,44.3,79.21,94.03,58.59,53.41,42.53,94.64,47.19,95.69,79.0,55.89,20.95,121.06,32.39,75.73,40.06
49.98,50.68,70.62,38.21,62.41,42.53,76.29,39.34,52.44,70.17,93.8,62.71,77.34,46.13,55.14,75.77,64.37,81.04,84.15,109.38,58.88,79.51,51.27,80.14,49.69
45.28,28.1,58.75,57.37,60.12,67.14,76.36,54.54,42.07,40.73,38.82,80.25,60.95,77.59,92.82,68.53,72.57,91.57,57.81,57.03,56.56,93.0,88.22,55.5,103.2
55.19,61.32,36.91,28.41,59.46,61.17,60.84,62.67,54.24,55.03,31.19,66.69,77.31,54.02,89.25,54.18,52.27,48.39,107.76,36.64,82.42,67.55,90.5,72.44,85.98
50.6,46.11,57.23,66.15,56.02,61.13,30.5,76.19,75.06,66.82,57.2,71.37,65.63,58.63,54.16,82.34,50.74,61.8,71.3,87.2,67.76,60.66,68.47,28.77,47.23
62.58,51.0,28.85,52.1,54.53,50.47,63.22,67.35,67.22,59.01,37.46,35.26,64.51,26.26,15.68,51.16,64.5,76.16,45.27,67.7,84.1,72.57,90.57,77.19,35.27
52.2,55.65,60.19,92.92,84.85,61.86,71.15,48.0,68.34,63.88,61.72,67.94,61.13,80.09,61.28,80.29,81.83,90.06,64.06,63.94,18.73,66.41,93.32,99.86,60.94
52.58,54.1,63.18,81.69,69.8,52.6,55.91,74.5,61.12,44.01,72.61,50.24,39.12,77.96,59.97,50.29,78.91,65.24,45.53,59.09,53.8,40.64,76.32,42.66,33.34
47.18,59.8,46.19,51.82,64.04,63.23,80.55,53.81,66.59,68.92,84.16,48.46,94.98,64.09,60.63,54.4,51.06,66.43,100.02,107.43,82.4,50.93,57.47,84.64,71.49
50.4,47.21,54.42,52.72,56.4,31.24,68.61,40.7,47.39,50.8,64.12,89.91,47.46,38.03,74.25,79.65,79.07,81.06,56.12,77.09,64.67,86.87,82.48,60.56,130.16
54.23,57.64,75.47,65.95,67.59,50.36,64.67,55.59,54.51,55.13,58.01,58.58,40.56,84.56,80.33,81.55,51.54,46.61,78.6,81.0,88.33,64.01,83.47,91.66,39.07
33.04,49.14,47.18,74.44,61.47,78.39,71.67,78.13,61.78,63.57,30.34,45.95,59.49,52.67,82.33,76.75,37.21,98.54,59.82,73.25,34.01,72.54,87.49,77.49,70.81
36.84,60.13,40.82,34.34,55.33,46.03,61.5,60.31,63.02,61.55,61.41,56.25,47.14,56.29,72.8,47.11,60.21,51.3,57.0,75.4,85.99,76.93,91.61,82.9,104.52
58.8,58.77,70.04,32.56,51.21,48.15,23.35,58.18,63.64,60.36,62.1,41.19,62.15,103.3,33.49,57.96,87.77,31.55,31.75,97.97,57.9,78.57,43.71,75.43,91.85
52.79,41.71,75.57,46.54,53.99,50.18,50.26,80.92,56.99,48.74,70.9,84.94,74.35,52.04,59.03,68.82,79.14,68.19,80.66,64.98,55.91,96.08,62.04,103.22,71.65
49.07,63.95,53.04,60.99,15.37,40.21,73.16,37.96,53.53,55.51,50.02,50.87,79.42,76.62,105.32,50.71,66.97,100.27,94.33,40.86,91.32,48.93,32.18,81.64,71.71
51.19,46.1,64.63,59.96,57.63,27.29,46.1,40.0,104.79,60.03,54.26,70.47,76.44,73.56,71.55,90.68,59.29,79.14,51.14,87.36,94.82,83.98,89.06,58.48,48.99
54.65,60.89,68.43,66.84,48.89,53.0,53.98,35.38,72.15,39.37,38.09,83.7,57.96,70.63,71.44,22.76,59.79,82.27,38.87,79.93,92.21,87.86,68.44,76.17,68.98
45.33,56.04,44.46,39.6,74.91,57.77,42.89,63.22,64.99,53.06,25.48,54.0,63.82,68.79,71.29,51.98,69.01,68.79,84.66,72.16,112.79,92.7,82.26,65.88,80.48
42.83,72.22,47.42,26.21,55.24,55.32,81.08,60.33,55.62,65.82,43.82,70.51,69.73,70.4,72.27,56.83,47.23,65.1,36.9,79.42,96.97,42.33,41.27,77.57,99.87
53.06,49.54,67.16,64.3,40.14,54.12,79.7,79.6,52.46,40.84,36.66,45.52,34.0,68.62,23.3,14.81,60.56,38.65,92.78,62.59,54.69,77.35,103.12,64.77,61.05
40.73,48.16,72.38,44.06,54.38,56.56,45.07,61.41,57.1,77.35,66.22,101.13,72.41,63.12,60.81,40.87,63.01,25.07,51.36,70.41,73.9,108.04,47.32,59.11,70.73
55.29,51.79,59.47,29.78,41.92,69.3,58.99,52.34,63.25,79.04,52.97,76.98,38.95,89.69,64.34,77.26,42.01,71.73,47.49,67.37,63.62,69.92,89.65,78.38,53.64
33.12,48.67,42.88,55.74,60.92,53.52,47.81,58.03,31.73,41.32,52.66,58.92,96.67,41.68,87.43,66.55,51.49,92.94,73.85,58.17,112.6,82.15,75.54,75.23,80.07
61.81,60.8,75.85,63.52,58.64,48.54,65.3,59.65,36.24,80.36,45.74,49.63,56.33,81.36,65.83,94.32,74.59,74.54,48.76,93.78,93.65,88.39,68.93,97.41,92.64
55.96,34.22,46.89,52.54,66.97,52.35,63.88,34.6,49.77,57.85,10.9,60.18,59.95,77.98,36.19,93.81,67.18,79.85,55.21,41.75,67.13,50.47,67.19,64.87,89.17
53.69,40.41,49.15,48.51,45.11,63.53,67.96,95.94,62.0,66.28,84.38,56.56,50.3,75.87,72.53,73.79,61.29,98.09,75.9,117.22,89.0,110.51,59.28,30.42,48.67
61.32,40.25,56.94,52.09,55.43,74.36,61.48,65.28,55.53,52.55,45.5,93.25,52.61,82.99,50.93,71.64,50.14,74.25,21.63,87.55,45.74,82.49,100.85,65.99,78.3
68.49,62.45,70.87,49.55,37.94,47.83,96.63,60.94,80.43,73.85,54.61,42.39,100.52,62.43,43.71,67.19,96.17,65.67,101.03,34.44,76.13,82.91,73.27,38.22,59.76
61.65,70.82,62.82,37.82,63.77,57.29,43.12,66.61,37.51,66.09,38.45,64.16,78.52,32.23,50.4,18.21,51.5,52.45,69.85,65.52,51.77,37.1,45.71,83.14,97.75
31.67,50.85,57.77,45.42,61.49,60.4,33.91,67.93,48.11,47.79,76.06,61.71,37.44,62.77,74.49,40.9,71.65,106.42,43.79,66.63,36.38,88.69,64.74,37.17,71.37
37.56,50.14,58.33,60.26,61.2,43.1,51.69,56.03,81.04,42.52,63.22,60.12,87.82,47.15,87.03,67.81,57.97,78.0,49.16,77.84,87.08,82.63,75.76,52.26,40.81
44.44,52.77,53.5,57.86,55.02,56.27,35.83,49.16,60.9,38.1,48.19,60.26,82.69,51.56,73.45,77.09,67.67,50.07,88.34,50.21,89.63,106.11,92.3,66.03,70.05
51.27,64.78,59.42,56.02,60.18,36.95,36.85,66.39,71.83,62.82,54.92,60.14,58.36,42.88,76.06,71.21,75.47,45.75,80.72,70.64,80.37,65.46,60.0,107.97,85.32
56.44,41.8,23.91,42.06,75.05,33.0,43.48,63.4,88.74,68.59,87.01,75.97,68.06,55.89,73.28,49.94,41.65,91.81,96.04,67.58,67.25,51.26,61.44,50.4,80.49
43.38,54.62,49.59,51.82,51.44,60.77,44.55,46.66,48.94,69.76,59.87,71.74,62.75,53.86,66.77,82.87,66.88,48.29,55.69,55.25,45.04,57.67,73.5,74.27,63.48
52.96,62.73,55.78,27.88,56.73,51.01,44.11,77.87,57.56,58.23,58.18,68.7,95.55,23.58,77.2,92.68,89.03,103.22,74.78,52.46,47.19,61.4,91.78,86.76,61.83
43.07,57.51,39.76,56.14,41.42,58.63,64.0,62.11,55.05,42.65,46.41,13.46,49.86,75.9,22.67,82.88,99.59,15.63,77.32,88.38,51.13,48.5,43.57,106.65,52.78
44.58,54.09,57.44,71.15,44.15,55.77,50.17,68.22,30.66,49.77,31.63,66.8,65.41,101.75,66.94,83.81,64.59,95.03,82.56,36.07,66.21,99.09,83.87,91.11,66.12
36.23,63.01,50.65,36.31,56.22,43.31,54.58,77.49,54.5,77.29,58.52,35.51,55.94,74.31,46.71,55.93,67.77,77.25,90.98,79.56,93.06,99.88,63.02,98.07,55.75
41.31,22.26,73.19,46.97,68.8,55.41,69.07,58.31,71.78,52.73,66.05,72.34,39.35,60.55,85.35,85.37,107.91,70.25,55.01,85.95,92.74,67.89,66.02,93.01,96.83
36.81,59.46,71.09,57.95,51.8,39.97,46.65,62.44,66.84,62.15,78.04,85.59,99.16,63.07,62.42,68.62,88.0,64.67,66.77,65.63,37.2,63.75,116.03,47.4,54.72
40.75,44.81,47.64,69.03,52.05,74.08,53.43,69.34,67.98,43.87,26.15,47.18,43.5,56.84,65.54,75.21,55.58,103.92,57.1,71.05,56.79,33.87,68.78,81.91,77.75
62.06,31.86,51.27,48.62,49.91,38.37,61.94,47.85,53.56,65.05,43.56,57.81,66.63,65.53,38.66,72.58,55.55,81.43,67.97,93.27,56.24,86.62,89.23,92.67,76.22
41.03,57.62,52.15,45.69,48.32,53.45,30.79,58.76,49.49,53.13,52.0,52.41,34.28,63.37,82.79,63.81,84.7,50.84,82.62,55.9,19.1,106.72,88.46,52.96,96.28
78.64,67.11,47.81,30.37,58.69,42.45,24.8,59.76,77.4,75.7,60.95,81.77,56.42,49.7,75.98,50.52,48.3,35.34,36.75,57.97,82.61,58.62,47.63,61.25,99.51
56.18,50.49,55.24,55.24,36.28,63.42,61.67,44.62,51.79,71.6,58.75,63.52,69.96,92.61,74.75,64.52,87.12,71.37,90.63,60.09,65.95,69.55,33.32,56.33,90.66
52.94,62.48,44.28,78.5,71.01,51.69,63.64,90.45,63.26,52.56,59.11,89.65,49.39,38.72,50.77,83.76,73.18,67.98,46.79,93.31,68.68,81.12,90.65,91.0,82.94
41.99,69.74,40.0,57.33,46.68,49.26,84.87,38.3,61.37,58.1,67.33,68.62,72.68,76.21,51.46,58.05,76.58,39.12,63.01,95.85,98.59,108.21,49.7,72.48,51.41
58.35,66.46,60.16,53.73,64.02,67.09,59.13,39.83,80.19,51.73,47.0,65.88,58.56,62.28,68.91,82.08,62.25,66.95,93.26,42.08,72.81,76.2,37.22,66.94,50.95
44.96,70.04,60.24,57.86,39.13,56.38,68.07,76.4,73.09,38.71,75.48,63.09,82.14,96.31,52.85,79.27,55.35,57.1,75.4,90.12,62.17,76.1,95.06,45.8,55.97
52.28,60.16,43.75,53.87,63.36,62.72,54.36,67.99,40.22,47.14,67.72,75.09,85.47,69.79,72.61,60.62,94.05,68.18,75.62,86.38,82.73,75.77,51.08,72.52,91.92
77.88,52.83,63.3,44.24,63.4,43.24,61.01,43.64,41.78,62.97,56.04,34.2,53.32,57.88,27.18,91.0,62.44,81.79,45.98,101.07,92.71,42.07,56.39,61.51,76.65
49.99,34.38,45.74,63.88,59.8,37.74,79.51,66.5,67.39,64.88,85.81,63.37,64.27,59.79,56.47,59.6,59.4,96.36,48.64,77.7,77.08,41.62,115.45,79.35,94.54
63.07,49.29,55.91,56.71,42.57,57.39,28.33,78.55,58.07,62.23,85.12,60.88,66.03,64.68,96.44,93.17,65.52,85.27,87.35,69.11,85.13,55.03,37.32,48.85,97.56
43.62,42.72,62.43,54.21,58.12,51.85,62.58,57.58,52.4,55.47,75.46,73.61,73.22,44.57,72.69,73.81,70.57,54.29,57.51,92.9,68.02,93.27,45.99,77.91,58.67
50.63,75.88,52.61,42.3,40.21,64.14,85.83,94.38,73.73,74.0,14.21,59.0,63.24,50.96,67.92,65.71,47.93,75.01,59.35,83.98,69.32,64.96,63.12,64.34,75.72
69.59,50.07,58.23,69.64,51.84,54.96,60.81,33.86,61.72,60.95,85.47,45.38,66.14,33.66,99.74,50.02,56.55,69.2,87.8,114.9,73.32,60.88,67.83,46.52,74.71
44.42,53.36,47.06,61.98,67.87,58.67,79.28,67.71,59.76,70.55,73.32,62.12,58.98,48.31,24.12,64.41,55.57,42.69,48.53,89.17,55.56,60.51,53.78,44.8,67.62
70.03,58.07,50.74,47.36,64.96,34.9,48.51,74.33,70.31,33.39,92.1,44.67,64.9,65.6,50.73,62.33,82.64,75.57,74.25,73.07,59.35,69.11,48.09,48.11,62.97
58.43,52.48,50.63,66.02,55.19,80.55,56.57,70.48,53.56,1.16,80.18,31.2,84.42,69.1,57.98,43.35,50.61,103.28,69.84,46.52,99.25,107.74,105.46,69.46,101.66
45.09,70.65,44.41,48.03,42.81,53.86,57.45,55.14,81.74,64.26,85.46,73.63,73.66,30.35,80.02,62.08,34.52,68.62,68.95,58.38,112.16,68.82,78.65,76.66,76.17
57.64,45.15,50.97,44.62,63.07,65.07,27.06,53.93,47.57,38.63,74.62,71.26,74.57,61.67,80.32,51.53,30.61,37.71,58.89,41.28,103.64,55.49,85.58,79.94,75.3
61.21,54.14,35.19,44.88,55.24,45.13,41.23,64.22,68.53,56.81,81.9,69.47,74.93,73.58,49.84,76.55,39.8,68.58,57.69,65.7,43.87,72.53,70.05,80.77,56.94
57.53,43.83,47.35,32.75,26.0,60.0,42.19,69.42,79.79,55.47,91.91,82.85,60.46,61.23,82.46,89.51,92.19,44.94,47.97,88.52,41.89,108.86,79.22,57.31,90.19
34.51,37.48,49.72,59.66,64.78,39.06,68.1,66.43,39.03,83.81,64.36,51.36,68.26,53.23,57.94,43.92,67.3,84.41,78.41,69.93,46.59,61.44,93.06,97.28,52.39
43.37,45.27,50.05,32.03,54.7,61.88,68.77,72.56,54.02,66.0,36.63,39.1,45.09,56.99,86.2,96.82,76.27,77.97,55.97,90.43,73.75,47.2,51.58,64.27,85.24
48.4,51.59,50.22,39.26,70.03,51.37,61.37,43.74,75.56,62.49,56.23,60.88,83.94,54.81,46.93,63.69,76.93,64.75,87.89,76.75,13.42,61.48,78.69,83.9,85.85
50.22,47.28,52.29,29.09,41.31,56.38,68.13,54.81,75.78,72.55,67.04,56.44,17.08,53.18,62.84,48.45,68.04,61.71,64.62,61.94,58.93,74.7,87.96,70.39,65.72
57.52,44.38,58.51,52.97,15.29,65.07,54.78,44.84,56.51,65.53,62.16,48.52,61.56,66.95,56.42,79.64,65.62,63.97,48.36,71.75,99.85,86.45,106.21,82.26,82.15
52.87,36.53,63.06,52.2,58.49,39.98,73.23,52.59,48.35,53.13,41.68,60.72,81.82,103.23,83.48,57.96,86.32,68.16,64.36,79.44,91.14,93.14,114.88,69.28,79.18
36.98,51.09,45.53,50.08,58.64,47.1,57.12,72.21,72.86,76.07,35.72,52.21,40.5,51.36,55.85,64.53,69.7,53.33,60.99,72.78,60.56,50.04,74.5,82.66,74.11
54.99,35.45,39.16,41.49,33.87,61.95,57.78,59.51,76.16,43.35,49.51,32.62,69.6,58.59,64.26,58.72,92.88,41.63,88.68,73.01,62.12,52.03,97.48,73.84,75.29
57.41,60.36,41.02,39.93,42.77,83.28,53.41,94.5,42.11,64.85,73.52,54.94,51.77,63.12,73.87,51.3,78.49,89.64,61.8,54.62,82.63,65.21,15.59,91.9,76.39
56.88,52.91,47.4,59.57,89.44,54.2,66.24,60.71,41.54,36.79,85.5,43.82,56.91,52.31,74.54,79.03,55.57,60.68,63.61,61.34,90.17,86.37,106.37,55.99,77.92
62.35,35.97,48.95,47.39,51.18,63.68,51.31,58.84,62.27,63.06,75.21,65.71,78.61,82.67,80.52,60.85,57.8,71.17,96.53,115.17,60.07,45.54,57.39,35.06,76.36
59.76,48.6,44.15,57.8,64.14,54.61,70.18,59.49,68.13,62.89,77.39,51.5,66.27,23.69,68.69,40.14,53.54,73.42,78.91,94.57,66.2,59.25,67.82,52.59,50.16
55.82,43.73,38.09,43.38,46.87,81.25,41.72,49.07,54.66,85.15,59.75,79.79,29.43,54.97,57.68,75.92,89.52,74.12,101.42,40.52,59.4,59.55,82.48,97.52,71.58
50.26,55.51,47.75,56.17,28.87,33.29,42.16,57.19,68.85,36.53,34.0,87.66,46.89,77.91,58.88,44.3,59.51,45.7,93.55,22.66,43.71,91.78,69.7,70.6,80.96
33.56,66.74,55.09,69.64,52.87,57.23,66.28,73.79,48.7,50.99,53.94,72.87,79.09,59.0,65.45,45.24,52.23,36.16,51.7,71.52,66.5,83.09,77.22,76.03,77.19
55.51,31.37,59.84,61.03,51.68,34.87,55.8,59.6,28.34,72.34,56.99,37.18,70.41,50.05,69.37,87.47,72.92,56.81,88.3,87.87,64.93,90.98,107.14,50.82,96.46
53.18,53.27,46.59,49.05,50.0,23.41,50.87,46.89,52.85,65.03,53.3,86.08,91.84,71.49,62.42,44.47,65.2,75.52,98.74,59.6,45.16,100.11,64.74,75.44,88.95
53.85,50.24,48.25,57.09,53.57,59.87,69.02,45.05,59.92,62.7,61.85,87.21,90.76,79.41,65.34,24.3,72.45,54.17,98.89,90.43,84.24,65.58,49.63,51.5,55.42
37.59,59.38,42.34,51.11,58.3,57.81,48.8,51.7,55.0,45.66,67.84,62.3,57.35,67.58,38.45,77.21,101.96,61.26,88.27,71.19,80.91,47.06,111.99,54.73,71.25
39.65,54.35,52.64,54.09,53.12,52.3,54.3,59.03,42.2,51.14,74.22,83.17,104.3,50.38,76.68,60.53,83.89,108.42,87.87,66.74,85.26,47.2,84.33,65.15,67.99
62.06,43.73,43.24,50.09,39.2,54.62,75.89,74.71,32.67,78.68,56.69,53.17,63.4,71.76,68.17,62.08,67.5,32.94,63.1,85.12,55.25,33.4,114.33,83.79,74.9
50.58,48.49,59.59,52.03,61.08,96.28,77.78,39.23,51.55,59.23,31.49,32.14,47.12,57.17,82.53,60.34,40.94,53.65,52.67,59.36,30.34,62.37,91.57,86.14,74.93
58.16,43.24,32.46,56.55,30.63,52.64,78.23,53.52,72.02,65.63,53.52,49.84,52.54,76.67,65.0,70.17,57.75,104.04,62.13,64.27,80.58,63.93,44.54,86.74,88.76
51.3,63.84,48.86,42.08,29.37,62.63,53.19,60.02,77.21,58.27,61.68,89.67,25.76,89.22,34.58,52.45,80.15,67.15,36.54,83.4,57.39,88.54,86.88,39.06,78.99
51.31,52.23,56.46,41.81,64.24,47.56,73.61,32.33,76.22,42.25,79.95,38.14,89.52,19.71,58.73,92.57,45.34,54.59,95.18,69.37,52.74,72.36,51.85,73.85,102.69
60.85,72.91,55.11,37.34,61.34,59.84,44.19,46.33,47.17,74.01,52.2,61.99,89.31,65.89,61.5,39.43,106.61,90.21,63.48,108.18,45.23,61.7,73.16,69.67,80.42
45.58,51.33,83.97,34.8,54.28,52.9,44.76,48.48,42.27,67.55,68.94,62.55,46.24,34.49,78.0,74.01,67.27,69.05,94.18,83.88,65.36,69.56,71.37,40.29,56.31
52.01,44.21,57.02,39.39,37.56,50.66,25.27,46.86,66.2,94.58,65.5,53.79,59.24,105.51,28.77,77.56,67.9,61.38,44.99,82.58,103.34,50.18,38.22,74.35,64.49
46.15,35.35,41.45,55.91,46.15,79.65,79.58,60.69,68.21,44.77,61.68,54.9,64.58,56.04,65.72,52.33,54.67,71.66,90.11,69.01,60.64,93.53,55.52,68.49,88.59
46.44,32.17,51.9,43.29,51.72,71.3,45.34,55.75,64.8,72.34,75.42,63.16,47.15,76.69,73.99,47.57,76.19,55.5,59.35,87.5,48.66,55.5,120.41,85.25,38.68
47.75,34.57,32.57,60.16,35.05,57.78,55.29,50.23,29.8,40.33,50.76,53.01,34.04,63.4,53.42,84.31,45.58,48.67,43.95,63.55,84.36,48.06,78.13,75.79,44.72
53.33,54.94,52.07,54.42,45.76,26.05,44.71,63.99,46.43,62.36,52.08,39.25,59.53,50.35,66.31,48.16,107.05,65.84,100.73,75.65,74.54,89.18,69.22,61.91,75.24
45.97,57.6,43.42,30.38,63.15,51.31,66.38,82.12,58.57,74.65,60.82,65.44,57.7,48.33,54.03,55.08,91.37,48.79,90.59,51.67,27.55,84.06,111.98,94.37,96.4
64.19,34.61,63.53,61.86,72.84,91.14,51.93,80.95,66.06,28.92,51.08,79.17,56.59,90.96,52.23,81.97,85.21,68.2,73.13,90.79,84.58,35.8,64.48,25.13,104.41
41.61,61.85,46.68,63.73,49.76,53.0,39.38,31.08,70.13,56.93,68.87,75.91,66.67,80.25,57.85,66.63,41.28,74.73,69.66,75.81,114.63,89.96,71.03,72.59,70.12
49.04,46.69,51.66,42.07,64.46,70.34,62.96,66.08,61.09,51.55,49.95,49.04,86.59,97.04,52.56,33.65,70.8,84.21,77.57,109.65,17.69,56.43,94.3,35.21,98.87
46.38,53.61,45.69,59.04,31.07,74.75,37.64,55.51,63.8,49.47,64.51,41.98,58.0,64.94,76.96,97.45,89.37,89.43,72.8,117.85,45.67,64.14,64.38,53.93,76.63
66.19,69.73,73.0,43.72,63.24,58.85,45.7,60.17,60.23,65.78,59.45,57.45,65.81,68.89,52.14,56.46,77.97,60.29,53.55,85.27,12.61,75.93,56.95,85.55,40.54
53.06,61.87,49.31,55.17,44.95,45.06,28.56,52.42,68.94,76.81,64.33,87.08,74.99,59.46,49.2,58.75,48.46,77.49,60.96,71.37,69.46,84.32,24.54,45.97,74.82
61.83,49.05,74.07,38.83,58.84,24.34,37.78,59.65,63.54,58.0,53.87,72.33,72.14,59.12,95.94,70.6,54.97,77.36,107.23,51.08,91.3,81.36,52.87,42.68,61.07
35.4,42.2,62.36,32.48,51.9,64.89,59.41,60.12,59.95,63.08,55.74,73.26,52.86,46.29,81.81,77.25,58.64,74.23,121.11,88.09,73.16,70.95,52.66,126.4,95.66
53.8,28.33,58.54,49.41,71.51,45.41,30.48,49.89,55.11,61.71,62.49,76.24,64.59,65.43,32.42,101.3,55.84,58.89,99.47,74.21,99.54,63.08,76.41,44.1,74.42
60.34,44.09,57.24,52.52,44.07,58.29,37.0,45.45,60.18,60.03,64.13,68.73,72.03,50.58,51.62,36.12,95.28,48.47,78.33,80.76,88.03,80.66,59.88,110.31,46.25
51.86,49.68,57.53,49.23,62.85,39.75,56.97,51.72,66.03,43.66,60.93,63.93,44.38,71.51,69.24,80.87,31.46,77.54,62.41,104.6,105.89,69.51,119.4,70.21,41.26
62.19,41.14,30.83,39.79,51.51,52.55,49.66,61.28,62.88,76.63,87.43,72.6,83.85,66.89,70.67,79.37,79.13,35.57,53.44,53.51,94.78,109.91,50.26,62.45,74.53
45.57,50.56,49.79,49.2,53.02,56.44,83.89,66.39,64.52,64.43,45.64,53.26,86.62,68.89,38.92,63.53,43.09,62.91,54.72,51.51,62.74,84.31,103.11,86.47,20.55
65.8,52.85,62.72,57.23,52.7,59.49,81.76,69.95,78.47,65.92,60.0,39.37,51.07,92.48,85.27,80.17,49.22,19.48,58.21,65.27,72.37,52.61,77.72,103.41,63.34
75.14,49.53,52.44,53.46,44.43,41.51,45.28,51.08,62.84,47.9,36.61,73.57,66.2,63.36,79.44,82.82,29.82,42.61,110.95,86.42,53.19,61.97,90.35,48.79,80.2
47.19,44.85,36.84,56.19,54.82,71.56,64.52,61.97,49.59,53.11,66.77,81.8,73.6,76.86,73.43,41.12,56.84,51.33,104.22,81.1,66.27,73.01,89.04,62.77,51.22
46.32,53.86,52.4,45.96,54.22,48.24,67.12,71.48,71.81,57.36,43.71,44.11,54.0,98.88,88.74,97.5,94.95,88.84,83.55,52.09,72.27,99.29,25.31,92.63,97.36
66.26,56.86,72.6,68.06,58.02,34.23,48.93,74.32,39.19,36.99,56.69,75.15,70.95,86.21,72.92,37.94,71.9,81.07,50.27,85.13,69.26,101.63,72.75,80.34,101.8
67.59,40.01,67.34,39.89,56.06,54.58,36.81,57.18,43.32,34.68,55.23,88.89,65.69,83.6,72.85,45.56,44.83,57.48,86.41,45.98,98.52,63.68,67.36,98.24,52.12
